Latitude (decimal degrees):	10.738
Longitude (decimal degrees):	122.543
Elevation (m):	10
Radiation database:	PVGIS-ERA5


Slope: - deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200501:1330,0.0,0.0,0.0,28.3,4.62,0.0
20200501:1430,0.0,0.0,0.0,27.9,4.28,0.0
20200501:1530,0.0,0.0,0.0,27.5,4.14,0.0
20200501:1630,0.0,0.0,0.0,27.15,4.14,0.0
20200501:1730,0.0,0.0,0.0,26.84,4.21,0.0
20200501:1830,0.0,0.0,0.0,26.53,4.34,0.0
20200501:1930,0.0,0.0,0.0,26.39,4.69,0.0
20200501:2030,0.0,0.0,0.0,26.17,4.69,0.0
20200501:2130,0.0,0.0,-1.25,26.03,4.76,0.0
20200501:2230,453.1,567.28,13.03,25.97,4.97,0.0
20200501:2330,601.47,762.53,27.42,26.9,5.79,0.0
20200502:0030,730.0,947.0,41.92,28.25,5.79,0.0
20200502:0130,760.48,1002.77,56.38,29.84,5.45,0.0
20200502:0230,725.58,958.97,70.72,31.32,5.38,0.0
20200502:0330,722.71,959.61,83.79,32.36,5.45,0.0
20200502:0430,708.98,944.0,78.52,33.2,5.45,0.0
20200502:0530,604.66,798.74,64.48,33.57,5.52,0.0
20200502:0630,347.96,453.39,50.06,33.19,5.59,0.0
20200502:0730,467.26,600.02,35.6,31.28,6.07,0.0
20200502:0830,344.75,440.33,21.18,30.82,5.93,0.0
20200502:0930,120.36,164.12,6.84,30.09,5.86,0.0
20200502:1030,0.0,0.0,0.0,29.02,5.52,0.0
20200502:1130,0.0,0.0,0.0,28.29,5.24,0.0
20200502:1230,0.0,0.0,0.0,27.9,4.69,0.0
20200502:1330,0.0,0.0,0.0,27.63,4.41,0.0
20200502:1430,0.0,0.0,0.0,27.51,4.41,0.0
20200502:1530,0.0,0.0,0.0,27.43,4.28,0.0
20200502:1630,0.0,0.0,0.0,27.19,4.14,0.0
20200502:1730,0.0,0.0,0.0,27.1,3.79,0.0
20200502:1830,0.0,0.0,0.0,26.87,3.52,0.0
20200502:1930,0.0,0.0,0.0,26.62,3.72,0.0
20200502:2030,0.0,0.0,0.0,26.42,3.79,0.0
20200502:2130,0.0,0.0,-1.16,26.29,3.38,0.0
20200502:2230,191.75,248.21,13.1,26.32,3.17,0.0
20200502:2330,360.89,459.44,27.48,26.94,3.38,0.0
20200503:0030,421.22,539.43,41.95,28.19,3.79,0.0
20200503:0130,521.38,677.23,56.38,29.26,3.79,0.0
20200503:0230,444.38,578.58,70.68,30.34,3.79,0.0
20200503:0330,392.75,517.51,83.59,30.95,3.79,0.0
20200503:0430,378.71,490.03,78.38,29.95,5.1,0.0
20200503:0530,296.41,387.12,64.41,30.25,5.86,0.0
20200503:0630,195.59,261.55,50.03,30.42,5.66,0.0
20200503:0730,218.8,285.06,35.59,28.61,4.76,0.0
20200503:0830,172.75,228.39,21.18,28.88,4.62,0.0
20200503:0930,140.63,188.15,6.87,28.9,4.69,0.0
20200503:1030,0.0,0.0,0.0,28.42,4.9,0.0
20200503:1130,0.0,0.0,0.0,27.95,4.34,0.0
20200503:1230,0.0,0.0,0.0,27.71,3.79,0.0
20200503:1330,0.0,0.0,0.0,27.54,3.31,0.0
20200503:1430,0.0,0.0,0.0,27.51,3.03,0.0
20200503:1530,0.0,0.0,0.0,27.07,3.24,0.0
20200503:1630,0.0,0.0,0.0,26.72,3.52,0.0
20200503:1730,0.0,0.0,0.0,26.54,4.0,0.0
20200503:1830,0.0,0.0,0.0,26.37,3.93,0.0
20200503:1930,0.0,0.0,0.0,26.23,4.0,0.0
20200503:2030,0.0,0.0,0.0,26.17,4.28,0.0
20200503:2130,0.0,0.0,-1.08,26.17,4.21,0.0
20200503:2230,226.03,288.67,13.16,26.36,4.48,0.0
20200503:2330,371.64,467.52,27.53,27.2,6.14,0.0
20200504:0030,370.75,471.23,41.98,28.5,5.72,0.0
20200504:0130,429.4,550.7,56.39,29.44,4.97,0.0
20200504:0230,380.47,494.06,70.64,30.18,3.45,0.0
20200504:0330,355.25,464.64,83.38,29.81,3.79,0.0
20200504:0430,353.73,451.66,78.24,27.4,4.48,0.0
20200504:0530,418.19,534.18,64.35,27.22,4.62,0.0
20200504:0630,417.34,531.61,49.99,27.67,4.07,0.0
20200504:0730,379.1,488.94,35.57,29.26,2.83,0.0
20200504:0830,341.91,439.37,21.19,29.43,2.69,0.0
20200504:0930,163.78,216.17,6.89,29.15,2.9,0.0
20200504:1030,0.0,0.0,0.0,28.51,2.69,0.0
20200504:1130,0.0,0.0,0.0,28.05,2.41,0.0
20200504:1230,0.0,0.0,0.0,27.77,1.72,0.0
20200504:1330,0.0,0.0,0.0,27.58,0.69,0.0
20200504:1430,0.0,0.0,0.0,27.21,0.62,0.0
20200504:1530,0.0,0.0,0.0,26.81,0.62,0.0
20200504:1630,0.0,0.0,0.0,26.42,0.76,0.0
20200504:1730,0.0,0.0,0.0,26.17,0.9,0.0
20200504:1830,0.0,0.0,0.0,26.15,0.83,0.0
20200504:1930,0.0,0.0,0.0,26.11,1.66,0.0
20200504:2030,0.0,0.0,0.0,25.91,1.38,0.0
20200504:2130,0.0,0.0,-0.99,25.72,1.31,0.0
20200504:2230,386.22,494.19,13.23,25.85,1.31,0.0
20200504:2330,549.74,724.4,27.57,27.31,1.45,0.0
20200505:0030,583.53,784.19,42.0,28.4,1.17,0.0
20200505:0130,609.1,834.46,56.39,29.34,0.76,0.0
20200505:0230,641.66,891.7,70.6,30.38,0.83,0.0
20200505:0330,582.94,791.62,83.16,31.36,1.38,0.0
20200505:0430,635.15,867.26,78.09,31.53,1.86,0.0
20200505:0530,589.7,793.36,64.28,31.89,2.28,0.0
20200505:0630,480.05,636.11,49.96,31.9,2.48,0.0
20200505:0730,445.24,588.88,35.56,31.97,1.93,0.0
20200505:0830,336.86,440.99,21.19,31.8,1.86,0.0
20200505:0930,240.97,314.28,6.91,31.1,2.07,0.0
20200505:1030,0.0,0.0,0.0,30.27,1.72,0.0
20200505:1130,0.0,0.0,0.0,29.67,1.03,0.0
20200505:1230,0.0,0.0,0.0,29.34,0.34,0.0
20200505:1330,0.0,0.0,0.0,29.05,0.48,0.0
20200505:1430,0.0,0.0,0.0,28.83,0.62,0.0
20200505:1530,0.0,0.0,0.0,28.64,0.62,0.0
20200505:1630,0.0,0.0,0.0,28.34,0.62,0.0
20200505:1730,0.0,0.0,0.0,27.92,0.55,0.0
20200505:1830,0.0,0.0,0.0,27.31,0.83,0.0
20200505:1930,0.0,0.0,0.0,27.03,2.0,0.0
20200505:2030,0.0,0.0,0.0,27.05,2.14,0.0
20200505:2130,0.0,0.0,-0.92,26.69,1.93,0.0
20200505:2230,473.29,611.23,13.29,26.5,1.59,0.0
20200505:2330,610.18,817.56,27.61,28.21,1.45,0.0
20200506:0030,651.54,894.4,42.02,29.39,1.1,0.0
20200506:0130,658.23,921.6,56.38,30.47,0.69,0.0
20200506:0230,600.04,836.24,70.54,31.56,0.62,0.0
20200506:0330,665.31,942.62,82.95,32.3,0.76,0.0
20200506:0430,636.72,895.85,77.95,33.17,0.9,0.0
20200506:0530,635.53,875.44,64.21,33.65,2.07,0.0
20200506:0630,505.45,678.8,49.92,33.5,2.07,0.0
20200506:0730,420.44,564.58,35.55,33.05,1.03,0.0
20200506:0830,291.35,382.87,21.2,32.09,1.59,0.0
20200506:0930,257.97,338.85,6.94,31.06,0.76,0.0
20200506:1030,0.0,0.0,0.0,30.23,0.28,0.0
20200506:1130,0.0,0.0,0.0,29.63,0.14,0.0
20200506:1230,0.0,0.0,0.0,29.31,0.41,0.0
20200506:1330,0.0,0.0,0.0,28.78,0.97,0.0
20200506:1430,0.0,0.0,0.0,28.12,1.93,0.0
20200506:1530,0.0,0.0,0.0,27.71,2.14,0.0
20200506:1630,0.0,0.0,0.0,27.3,2.07,0.0
20200506:1730,0.0,0.0,0.0,26.96,1.79,0.0
20200506:1830,0.0,0.0,0.0,26.68,1.52,0.0
20200506:1930,0.0,0.0,0.0,26.81,1.31,0.0
20200506:2030,0.0,0.0,0.0,27.14,0.9,0.0
20200506:2130,0.0,0.0,-0.84,26.71,0.97,0.0
20200506:2230,467.33,606.39,13.34,26.41,1.1,0.0
20200506:2330,604.26,817.55,27.65,28.27,0.9,0.0
20200507:0030,661.49,921.3,42.04,29.53,0.69,0.0
20200507:0130,632.61,878.09,56.37,30.78,0.83,0.0
20200507:0230,644.57,902.05,70.49,31.79,0.9,0.0
20200507:0330,616.91,854.78,82.73,32.77,1.17,0.0
20200507:0430,567.45,787.5,77.8,33.39,0.83,0.0
20200507:0530,608.67,859.77,64.15,33.36,0.55,0.0
20200507:0630,524.73,726.38,49.89,32.98,0.34,0.0
20200507:0730,525.36,714.83,35.54,33.24,1.24,0.0
20200507:0830,323.51,426.68,21.21,32.72,1.72,0.0
20200507:0930,218.84,288.06,6.96,32.01,2.34,0.0
20200507:1030,0.0,0.0,0.0,30.6,2.34,0.0
20200507:1130,0.0,0.0,0.0,30.13,2.14,0.0
20200507:1230,0.0,0.0,0.0,29.86,2.28,0.0
20200507:1330,0.0,0.0,0.0,29.4,2.69,0.0
20200507:1430,0.0,0.0,0.0,28.92,2.9,0.0
20200507:1530,0.0,0.0,0.0,28.5,2.97,0.0
20200507:1630,0.0,0.0,0.0,28.15,2.83,0.0
20200507:1730,0.0,0.0,0.0,27.78,2.97,0.0
20200507:1830,0.0,0.0,0.0,27.43,2.97,0.0
20200507:1930,0.0,0.0,0.0,27.43,3.31,0.0
20200507:2030,0.0,0.0,0.0,27.29,3.31,0.0
20200507:2130,0.0,0.0,-0.77,27.3,3.24,0.0
20200507:2230,430.47,549.34,13.4,27.41,2.76,0.0
20200507:2330,556.79,725.77,27.69,28.52,2.76,0.0
20200508:0030,625.13,835.16,42.05,29.82,2.41,0.0
20200508:0130,582.63,780.99,56.36,30.88,2.28,0.0
20200508:0230,641.92,874.47,70.43,31.74,2.14,0.0
20200508:0330,590.54,798.95,82.51,32.63,2.28,0.0
20200508:0430,552.26,745.14,77.65,33.24,2.28,0.0
20200508:0530,557.09,751.27,64.08,33.46,2.55,0.0
20200508:0630,542.9,727.43,49.86,33.24,2.55,0.0
20200508:0730,514.13,686.49,35.53,33.61,2.62,0.0
20200508:0830,430.57,569.31,21.21,33.0,2.07,0.0
20200508:0930,288.25,375.53,6.99,32.38,2.83,0.0
20200508:1030,0.0,0.0,0.0,31.4,3.1,0.0
20200508:1130,0.0,0.0,0.0,30.55,3.38,0.0
20200508:1230,0.0,0.0,0.0,29.8,3.38,0.0
20200508:1330,0.0,0.0,0.0,29.23,3.66,0.0
20200508:1430,0.0,0.0,0.0,28.76,3.79,0.0
20200508:1530,0.0,0.0,0.0,28.39,3.86,0.0
20200508:1630,0.0,0.0,0.0,28.05,3.79,0.0
20200508:1730,0.0,0.0,0.0,27.74,3.72,0.0
20200508:1830,0.0,0.0,0.0,27.49,3.59,0.0
20200508:1930,0.0,0.0,0.0,27.52,4.14,0.0
20200508:2030,0.0,0.0,0.0,27.43,4.07,0.0
20200508:2130,0.0,0.0,-0.7,27.3,4.0,0.0
20200508:2230,467.53,593.05,13.45,27.35,3.93,0.0
20200508:2330,529.7,677.52,27.72,28.39,4.48,0.0
20200509:0030,598.53,776.95,42.06,29.71,4.69,0.0
20200509:0130,687.26,907.95,56.34,30.99,4.83,0.0
20200509:0230,653.4,866.28,70.36,32.33,4.69,0.0
20200509:0330,667.27,893.12,82.29,33.24,4.48,0.0
20200509:0430,710.43,961.32,77.51,33.97,4.41,0.0
20200509:0530,686.41,927.38,64.02,34.63,4.55,0.0
20200509:0630,704.92,951.48,49.83,34.83,5.03,0.0
20200509:0730,632.63,840.81,35.52,34.75,5.45,0.0
20200509:0830,527.58,687.09,21.22,33.76,5.79,0.0
20200509:0930,348.52,447.54,7.02,32.31,5.24,0.0
20200509:1030,0.0,0.0,0.0,30.74,4.28,0.0
20200509:1130,0.0,0.0,0.0,29.74,3.72,0.0
20200509:1230,0.0,0.0,0.0,29.13,3.17,0.0
20200509:1330,0.0,0.0,0.0,28.6,2.97,0.0
20200509:1430,0.0,0.0,0.0,28.14,2.76,0.0
20200509:1530,0.0,0.0,0.0,27.67,2.76,0.0
20200509:1630,0.0,0.0,0.0,27.23,2.83,0.0
20200509:1730,0.0,0.0,0.0,26.88,2.9,0.0
20200509:1830,0.0,0.0,0.0,26.66,2.9,0.0
20200509:1930,0.0,0.0,0.0,26.59,3.17,0.0
20200509:2030,0.0,0.0,0.0,26.54,3.38,0.0
20200509:2130,0.0,0.0,-0.63,26.49,3.45,0.0
20200509:2230,477.94,607.21,13.49,26.58,3.24,0.0
20200509:2330,654.02,852.6,27.75,28.06,3.86,0.0
20200510:0030,675.04,893.71,42.06,29.66,3.72,0.0
20200510:0130,657.1,877.25,56.32,30.96,3.31,0.0
20200510:0230,672.54,909.89,70.29,32.03,3.1,0.0
20200510:0330,615.43,830.59,82.07,33.03,2.83,0.0
20200510:0430,658.95,899.42,77.36,33.54,2.83,0.0
20200510:0530,580.24,785.82,63.96,34.04,2.62,0.0
20200510:0630,543.6,732.07,49.8,34.18,2.76,0.0
20200510:0730,357.62,472.13,35.51,33.9,2.69,0.0
20200510:0830,417.43,551.48,21.24,32.94,2.07,0.0
20200510:0930,233.96,306.55,7.05,32.32,2.83,0.0
20200510:1030,0.0,0.0,0.0,31.61,3.17,0.0
20200510:1130,0.0,0.0,0.0,30.83,2.9,0.0
20200510:1230,0.0,0.0,0.0,30.16,3.59,0.0
20200510:1330,0.0,0.0,0.0,29.43,3.66,0.0
20200510:1430,0.0,0.0,0.0,28.74,3.24,0.0
20200510:1530,0.0,0.0,0.0,28.08,3.03,0.0
20200510:1630,0.0,0.0,0.0,27.48,2.41,0.0
20200510:1730,0.0,0.0,0.0,27.02,2.34,0.0
20200510:1830,0.0,0.0,0.0,26.84,2.55,0.0
20200510:1930,0.0,0.0,0.0,26.75,3.17,0.0
20200510:2030,0.0,0.0,0.0,26.56,3.31,0.0
20200510:2130,0.0,0.0,-0.57,26.44,3.31,0.0
20200510:2230,342.56,433.5,13.54,26.5,3.03,0.0
20200510:2330,534.31,686.61,27.77,27.39,3.31,0.0
20200511:0030,541.98,704.79,42.07,28.77,3.24,0.0
20200511:0130,619.9,823.38,56.29,30.07,3.03,0.0
20200511:0230,690.54,935.96,70.22,31.41,2.97,0.0
20200511:0330,691.03,939.63,81.85,32.65,3.17,0.0
20200511:0430,610.25,821.49,77.22,33.46,3.38,0.0
20200511:0530,580.88,779.13,63.89,33.63,3.79,0.0
20200511:0630,360.98,474.22,49.77,33.41,4.62,0.0
20200511:0730,209.62,277.73,35.51,31.65,4.41,0.0
20200511:0830,162.28,218.34,21.25,31.21,4.21,0.0
20200511:0930,117.89,162.73,7.08,31.08,3.66,0.0
20200511:1030,0.0,0.0,0.0,30.57,3.17,0.0
20200511:1130,0.0,0.0,0.0,29.9,2.28,0.0
20200511:1230,0.0,0.0,0.0,29.42,1.38,0.0
20200511:1330,0.0,0.0,0.0,28.79,0.83,0.0
20200511:1430,0.0,0.0,0.0,28.22,0.69,0.0
20200511:1530,0.0,0.0,0.0,27.71,0.9,0.0
20200511:1630,0.0,0.0,0.0,27.55,0.83,0.0
20200511:1730,0.0,0.0,0.0,27.15,1.45,0.0
20200511:1830,0.0,0.0,0.0,26.7,1.31,0.0
20200511:1930,0.0,0.0,0.0,27.18,2.69,0.0
20200511:2030,0.0,0.0,0.0,27.03,2.83,0.0
20200511:2130,0.0,0.0,-0.51,26.85,2.62,0.0
20200511:2230,336.23,427.88,13.58,26.85,2.41,0.0
20200511:2330,509.61,660.89,27.8,27.85,2.34,0.0
20200512:0030,542.26,715.7,42.07,29.17,2.0,0.0
20200512:0130,578.89,779.65,56.27,30.14,1.59,0.0
20200512:0230,411.23,544.9,70.14,31.03,1.79,0.0
20200512:0330,430.49,565.11,81.63,30.67,2.9,0.0
20200512:0430,377.56,497.64,77.07,28.8,1.1,0.0
20200512:0530,364.89,476.95,63.83,28.7,2.62,0.0
20200512:0630,312.35,406.79,49.74,29.15,2.55,0.0
20200512:0730,256.15,338.32,35.5,31.28,2.28,0.0
20200512:0830,173.83,233.94,21.27,30.94,1.52,0.0
20200512:0930,105.24,147.81,7.12,30.38,0.41,0.0
20200512:1030,0.0,0.0,0.0,29.99,0.28,0.0
20200512:1130,0.0,0.0,0.0,29.26,0.21,0.0
20200512:1230,0.0,0.0,0.0,28.88,0.76,0.0
20200512:1330,0.0,0.0,0.0,27.98,1.31,0.0
20200512:1430,0.0,0.0,0.0,27.7,1.72,0.0
20200512:1530,0.0,0.0,0.0,27.44,1.72,0.0
20200512:1630,0.0,0.0,0.0,27.17,1.86,0.0
20200512:1730,0.0,0.0,0.0,26.95,1.79,0.0
20200512:1830,0.0,0.0,0.0,26.54,1.59,0.0
20200512:1930,0.0,0.0,0.0,27.83,0.28,0.0
20200512:2030,0.0,0.0,0.0,27.42,0.0,0.0
20200512:2130,0.0,0.0,-0.45,27.31,0.34,0.0
20200512:2230,288.23,371.3,13.62,26.51,0.76,0.0
20200512:2330,418.04,541.27,27.82,27.83,1.66,0.0
20200513:0030,442.26,573.35,42.06,28.57,2.76,0.0
20200513:0130,503.17,652.38,56.23,29.51,3.66,0.0
20200513:0230,506.69,661.9,70.06,30.02,3.79,0.0
20200513:0330,599.02,800.16,81.41,30.55,2.9,0.0
20200513:0430,499.87,662.94,76.93,31.63,2.76,0.0
20200513:0530,471.13,624.17,63.77,32.03,2.83,0.0
20200513:0630,448.28,585.12,49.72,31.42,3.38,0.0
20200513:0730,377.95,486.23,35.5,30.75,4.55,0.0
20200513:0830,265.39,343.06,21.28,30.7,4.34,0.0
20200513:0930,253.65,327.15,7.15,30.5,4.14,0.0
20200513:1030,0.0,0.0,0.0,29.98,3.79,0.0
20200513:1130,0.0,0.0,0.0,29.35,3.66,0.0
20200513:1230,0.0,0.0,0.0,28.74,3.66,0.0
20200513:1330,0.0,0.0,0.0,28.28,3.79,0.0
20200513:1430,0.0,0.0,0.0,27.83,4.21,0.0
20200513:1530,0.0,0.0,0.0,27.41,4.0,0.0
20200513:1630,0.0,0.0,0.0,27.0,3.38,0.0
20200513:1730,0.0,0.0,0.0,26.75,3.03,0.0
20200513:1830,0.0,0.0,0.0,26.58,2.9,0.0
20200513:1930,0.0,0.0,0.0,26.82,3.38,0.0
20200513:2030,0.0,0.0,0.0,26.95,3.52,0.0
20200513:2130,0.0,0.0,-0.4,26.93,3.1,0.0
20200513:2230,292.07,371.85,13.65,27.01,2.9,0.0
20200513:2330,458.58,586.04,27.83,27.74,3.59,0.0
20200514:0030,561.5,726.75,42.05,28.72,4.0,0.0
20200514:0130,566.59,741.85,56.2,29.72,3.79,0.0
20200514:0230,554.89,734.38,69.98,30.67,2.97,0.0
20200514:0330,438.65,579.53,81.19,31.64,2.48,0.0
20200514:0430,424.63,569.63,76.79,32.15,1.66,0.0
20200514:0530,476.01,645.84,63.71,31.8,1.1,0.0
20200514:0630,365.93,485.13,49.69,31.23,1.93,0.0
20200514:0730,268.88,356.13,35.5,30.91,1.17,0.0
20200514:0830,64.69,98.85,21.3,30.12,2.07,0.0
20200514:0930,4.1,14.85,7.19,28.28,3.03,0.0
20200514:1030,0.0,0.0,0.0,27.48,2.41,0.0
20200514:1130,0.0,0.0,0.0,26.97,1.52,0.0
20200514:1230,0.0,0.0,0.0,27.07,0.62,0.0
20200514:1330,0.0,0.0,0.0,26.71,1.1,0.0
20200514:1430,0.0,0.0,0.0,27.13,1.52,0.0
20200514:1530,0.0,0.0,0.0,26.88,2.21,0.0
20200514:1630,0.0,0.0,0.0,26.74,2.83,0.0
20200514:1730,0.0,0.0,0.0,26.71,3.59,0.0
20200514:1830,0.0,0.0,0.0,26.5,3.86,0.0
20200514:1930,0.0,0.0,0.0,26.1,4.48,0.0
20200514:2030,0.0,0.0,0.0,26.2,4.14,0.0
20200514:2130,0.0,0.0,-0.35,26.17,4.07,0.0
20200514:2230,92.82,130.08,13.68,26.36,4.28,0.0
20200514:2330,255.58,326.76,27.84,26.66,4.62,0.0
20200515:0030,321.2,410.39,42.04,27.18,4.9,0.0
20200515:0130,422.63,541.77,56.16,27.78,5.03,0.0
20200515:0230,455.17,585.95,69.9,28.61,5.45,0.0
20200515:0330,476.49,614.83,80.98,29.4,5.79,0.0
20200515:0430,388.28,502.09,76.65,29.79,5.72,0.0
20200515:0530,335.03,432.52,63.66,29.48,5.59,0.0
20200515:0630,209.94,277.19,49.67,29.36,5.66,0.0
20200515:0730,177.51,236.56,35.5,28.81,4.9,0.0
20200515:0830,145.15,195.43,21.32,28.62,4.55,0.0
20200515:0930,23.92,44.34,7.23,28.33,3.86,0.0
20200515:1030,0.0,0.0,0.0,27.54,3.1,0.0
20200515:1130,0.0,0.0,0.0,27.3,2.34,0.0
20200515:1230,0.0,0.0,0.0,27.14,2.41,0.0
20200515:1330,0.0,0.0,0.0,26.92,2.0,0.0
20200515:1430,0.0,0.0,0.0,26.88,1.79,0.0
20200515:1530,0.0,0.0,0.0,26.63,1.79,0.0
20200515:1630,0.0,0.0,0.0,26.59,2.14,0.0
20200515:1730,0.0,0.0,0.0,26.17,2.48,0.0
20200515:1830,0.0,0.0,0.0,26.04,2.83,0.0
20200515:1930,0.0,0.0,0.0,26.63,2.07,0.0
20200515:2030,0.0,0.0,0.0,26.41,1.93,0.0
20200515:2130,0.0,0.0,-0.3,26.19,1.59,0.0
20200515:2230,261.09,335.96,13.71,26.49,1.17,0.0
20200515:2330,407.19,532.92,27.85,27.98,0.76,0.0
20200516:0030,541.32,724.45,42.03,28.64,0.97,0.0
20200516:0130,613.17,838.91,56.12,29.26,0.97,0.0
20200516:0230,479.65,644.26,69.81,29.83,0.76,0.0
20200516:0330,429.33,572.1,80.77,30.05,0.9,0.0
20200516:0430,407.66,543.82,76.52,30.12,1.1,0.0
20200516:0530,454.77,606.48,63.6,30.55,1.59,0.0
20200516:0630,405.79,533.92,49.65,30.73,1.93,0.0
20200516:0730,239.71,317.26,35.5,30.39,1.66,0.0
20200516:0830,117.9,164.09,21.34,29.69,2.28,0.0
20200516:0930,33.66,57.47,7.26,29.27,1.24,0.0
20200516:1030,0.0,0.0,0.0,28.54,2.14,0.0
20200516:1130,0.0,0.0,0.0,27.58,2.62,0.0
20200516:1230,0.0,0.0,0.0,27.28,2.34,0.0
20200516:1330,0.0,0.0,0.0,27.19,2.69,0.0
20200516:1430,0.0,0.0,0.0,27.01,3.03,0.0
20200516:1530,0.0,0.0,0.0,26.73,3.52,0.0
20200516:1630,0.0,0.0,0.0,26.5,2.83,0.0
20200516:1730,0.0,0.0,0.0,26.49,2.21,0.0
20200516:1830,0.0,0.0,0.0,26.32,2.28,0.0
20200516:1930,0.0,0.0,0.0,26.34,3.1,0.0
20200516:2030,0.0,0.0,0.0,26.42,2.76,0.0
20200516:2130,0.0,0.0,-0.26,26.38,2.34,0.0
20200516:2230,220.0,284.0,13.73,26.47,2.0,0.0
20200516:2330,485.63,631.07,27.86,27.45,1.86,0.0
20200517:0030,612.58,821.08,42.01,28.55,1.66,0.0
20200517:0130,623.32,841.99,56.08,29.58,1.72,0.0
20200517:0230,663.16,911.06,69.72,30.34,1.59,0.0
20200517:0330,592.75,800.84,80.56,31.07,1.79,0.0
20200517:0430,552.5,738.56,76.38,30.99,2.21,0.0
20200517:0530,546.57,727.65,63.55,30.87,2.48,0.0
20200517:0630,494.49,655.15,49.63,31.05,2.62,0.0
20200517:0730,416.06,548.03,35.5,31.52,2.41,0.0
20200517:0830,202.86,270.28,21.36,31.05,2.07,0.0
20200517:0930,34.72,59.47,7.3,30.59,1.93,0.0
20200517:1030,0.0,0.0,0.0,29.95,1.86,0.0
20200517:1130,0.0,0.0,0.0,29.51,1.45,0.0
20200517:1230,0.0,0.0,0.0,28.8,1.31,0.0
20200517:1330,0.0,0.0,0.0,28.24,1.52,0.0
20200517:1430,0.0,0.0,0.0,27.81,1.66,0.0
20200517:1530,0.0,0.0,0.0,27.87,1.1,0.0
20200517:1630,0.0,0.0,0.0,28.59,0.76,0.0
20200517:1730,0.0,0.0,0.0,28.23,0.83,0.0
20200517:1830,0.0,0.0,0.0,27.78,0.83,0.0
20200517:1930,0.0,0.0,0.0,28.09,0.97,0.0
20200517:2030,0.0,0.0,0.0,28.05,0.9,0.0
20200517:2130,0.0,0.0,-0.22,26.79,1.45,0.0
20200517:2230,226.18,294.51,13.76,27.35,1.1,0.0
20200517:2330,422.65,559.86,27.86,28.77,0.48,0.0
20200518:0030,434.67,579.88,41.99,29.4,0.69,0.0
20200518:0130,441.94,593.92,56.04,29.75,0.55,0.0
20200518:0230,412.36,554.4,69.63,30.17,0.48,0.0
20200518:0330,329.98,443.33,80.36,30.17,0.83,0.0
20200518:0430,304.22,404.06,76.25,30.11,1.79,0.0
20200518:0530,220.64,296.87,63.49,29.99,2.62,0.0
20200518:0630,328.08,429.33,49.61,29.66,3.17,0.0
20200518:0730,207.49,277.86,35.51,30.58,1.31,0.0
20200518:0830,77.84,115.15,21.39,30.26,1.31,0.0
20200518:0930,5.65,17.77,7.35,29.66,0.76,0.0
20200518:1030,0.0,0.0,0.0,29.18,0.83,0.0
20200518:1130,0.0,0.0,0.0,28.58,0.9,0.0
20200518:1230,0.0,0.0,0.0,28.12,1.24,0.0
20200518:1330,0.0,0.0,0.0,27.94,2.0,0.0
20200518:1430,0.0,0.0,0.0,27.64,2.07,0.0
20200518:1530,0.0,0.0,0.0,27.29,1.59,0.0
20200518:1630,0.0,0.0,0.0,27.0,1.31,0.0
20200518:1730,0.0,0.0,0.0,27.56,0.9,0.0
20200518:1830,0.0,0.0,0.0,27.54,0.69,0.0
20200518:1930,0.0,0.0,0.0,26.39,1.17,0.0
20200518:2030,0.0,0.0,0.0,27.77,0.76,0.0
20200518:2130,0.0,0.0,-0.18,27.66,0.62,0.0
20200518:2230,267.21,348.07,13.77,27.65,0.48,0.0
20200518:2330,429.46,569.12,27.86,28.11,0.34,0.0
20200519:0030,564.4,772.01,41.97,28.85,0.34,0.0
20200519:0130,564.43,772.6,55.99,29.75,0.55,0.0
20200519:0230,607.66,842.32,69.53,30.4,0.62,0.0
20200519:0330,600.06,828.12,80.15,31.13,0.9,0.0
20200519:0430,584.15,796.07,76.12,31.58,1.38,0.0
20200519:0530,515.6,692.27,63.44,31.93,1.93,0.0
20200519:0630,581.13,780.56,49.6,31.35,2.21,0.0
20200519:0730,503.54,673.93,35.52,31.94,1.72,0.0
20200519:0830,368.5,480.9,21.41,30.53,1.59,0.0
20200519:0930,261.23,339.42,7.39,30.04,1.59,0.0
20200519:1030,0.0,0.0,0.0,29.57,1.17,0.0
20200519:1130,0.0,0.0,0.0,28.24,2.07,0.0
20200519:1230,0.0,0.0,0.0,27.62,1.86,0.0
20200519:1330,0.0,0.0,0.0,27.45,1.72,0.0
20200519:1430,0.0,0.0,0.0,27.12,1.52,0.0
20200519:1530,0.0,0.0,0.0,26.86,1.66,0.0
20200519:1630,0.0,0.0,0.0,26.61,1.72,0.0
20200519:1730,0.0,0.0,0.0,26.41,1.79,0.0
20200519:1830,0.0,0.0,0.0,26.13,1.59,0.0
20200519:1930,0.0,0.0,0.0,26.13,1.03,0.0
20200519:2030,0.0,0.0,0.0,25.72,1.38,0.0
20200519:2130,0.0,0.0,-0.15,25.96,1.24,0.0
20200519:2230,378.25,490.23,13.79,26.91,0.55,0.0
20200519:2330,540.89,722.5,27.86,27.76,0.69,0.0
20200520:0030,625.7,854.45,41.95,28.7,0.9,0.0
20200520:0130,538.06,717.12,55.94,29.7,1.59,0.0
20200520:0230,624.4,842.81,69.44,30.24,2.0,0.0
